,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message
53,"{'lon': 147.06, 'lat': -42.78}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 56.66, 'feels_like': 52.52, 'temp_min': 54, 'temp_max': 59, 'pressure': 1029, 'humidity': 51}",10000.0,"{'speed': 3, 'deg': 62, 'gust': 5.99}",{'all': 77},1603770776.0,"{'type': 3, 'id': 2031307, 'country': 'AU', 'sunrise': 1603738934, 'sunset': 1603788528}",39600.0,2155415.0,New Norfolk,200,,
54,,,,,,,,,,,,,404,,city not found
55,"{'lon': -68.3, 'lat': -54.8}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 46.4, 'feels_like': 34.05, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 982, 'humidity': 42}",10000.0,"{'speed': 13.87, 'deg': 320}",{'all': 20},1603770808.0,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1603788854, 'sunset': 1603841976}",-10800.0,3833367.0,Ushuaia,200,,
56,"{'lon': 117.89, 'lat': -35.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 64.78, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1010, 'humidity': 46}",10000.0,"{'speed': 16.11, 'deg': 280}",{'all': 75},1603770823.0,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1603746676, 'sunset': 1603794787}",28800.0,2077963.0,Albany,200,,
57,"{'lon': 140.83, 'lat': 35.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 67.08, 'feels_like': 59.05, 'temp_min': 66.2, 'temp_max': 68, 'pressure': 1018, 'humidity': 52}",10000.0,"{'speed': 13.87, 'deg': 40}",{'all': 75},1603770824.0,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1603745629, 'sunset': 1603784823}",32400.0,2112802.0,Hasaki,200,,
58,"{'lon': 80.55, 'lat': 73.51}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 10.6, 'feels_like': -5.22, 'temp_min': 10.6, 'temp_max': 10.6, 'pressure': 1028, 'humidity': 95, 'sea_level': 1028, 'grnd_level': 1022}",3448.0,"{'speed': 17.78, 'deg': 196}",{'all': 84},1603770819.0,"{'country': 'RU', 'sunrise': 1603769120, 'sunset': 1603790265}",25200.0,1507390.0,Dikson,200,,
59,"{'lon': 168.33, 'lat': -46.6}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 57, 'feels_like': 52.07, 'temp_min': 57, 'temp_max': 57, 'pressure': 1030, 'humidity': 66}",10000.0,"{'speed': 7, 'deg': 97, 'gust': 15.01}",{'all': 15},1603770798.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1603733390, 'sunset': 1603783863}",46800.0,2206939.0,Bluff,200,,
60,"{'lon': 24.66, 'lat': 71}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 35.6, 'feels_like': 25.07, 'temp_min': 35.6, 'temp_max': 35.6, 'pressure': 995, 'humidity': 74}",10000.0,"{'speed': 11.41, 'deg': 210}",{'all': 97},1603770828.0,"{'type': 1, 'id': 1632, 'country': 'NO', 'sunrise': 1603780702, 'sunset': 1603805509}",3600.0,779622.0,Havøysund,200,,
61,"{'lon': -42.03, 'lat': -22.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 71.92, 'feels_like': 72.63, 'temp_min': 71.92, 'temp_max': 71.92, 'pressure': 1010, 'humidity': 88, 'sea_level': 1010, 'grnd_level': 1009}",10000.0,"{'speed': 10.71, 'deg': 76}",{'all': 5},1603770576.0,"{'country': 'BR', 'sunrise': 1603785942, 'sunset': 1603832278}",-10800.0,3471451.0,Arraial do Cabo,200,,
62,"{'lon': 24.73, 'lat': -34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 64, 'feels_like': 67.21, 'temp_min': 64, 'temp_max': 64, 'pressure': 1010, 'humidity': 91}",10000.0,"{'speed': 1.01, 'deg': 113, 'gust': 5.99}",{'all': 1},1603770801.0,"{'type': 3, 'id': 2035063, 'country': 'ZA', 'sunrise': 1603769104, 'sunset': 1603817073}",7200.0,986717.0,Kruisfontein,200,,
63,,,,,,,,,,,,,404,,city not found
64,"{'lon': -64.78, 'lat': 32.29}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 75.52, 'feels_like': 75.6, 'temp_min': 75, 'temp_max': 77, 'pressure': 1020, 'humidity': 88}",10000.0,"{'speed': 14.99, 'deg': 210}",{'all': 75},1603770833.0,"{'type': 1, 'id': 8816, 'country': 'BM', 'sunrise': 1603794738, 'sunset': 1603834402}",-10800.0,3573197.0,Hamilton,200,,
65,"{'lon': 147.33, 'lat': -42.88}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 57.6, 'feels_like': 49.55, 'temp_min': 55.4, 'temp_max': 59, 'pressure': 1031, 'humidity': 58}",10000.0,"{'speed': 11.41, 'deg': 130}",{'all': 75},1603770802.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1603738858, 'sunset': 1603788474}",39600.0,2163355.0,Hobart,200,,
66,"{'lon': -68.3, 'lat': -54.8}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 46.4, 'feels_like': 34.05, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 982, 'humidity': 42}",10000.0,"{'speed': 13.87, 'deg': 320}",{'all': 20},1603770808.0,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1603788854, 'sunset': 1603841976}",-10800.0,3833367.0,Ushuaia,200,,
67,"{'lon': 15.64, 'lat': 78.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 28.4, 'feels_like': 19.99, 'temp_min': 28.4, 'temp_max': 28.4, 'pressure': 998, 'humidity': 86}",10000.0,"{'speed': 6.93, 'deg': 100}",{'all': 75},1603770836.0,"{'type': 1, 'id': 1663, 'country': 'SJ', 'sunrise': 0, 'sunset': 0}",3600.0,2729907.0,Longyearbyen,200,,
68,"{'lon': 84.01, 'lat': 24.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 80.22, 'feels_like': 79.77, 'temp_min': 80.22, 'temp_max': 80.22, 'pressure': 1013, 'humidity': 38, 'sea_level': 1013, 'grnd_level': 1001}",10000.0,"{'speed': 2.08, 'deg': 277}",{'all': 0},1603770837.0,"{'country': 'IN', 'sunrise': 1603758498, 'sunset': 1603799226}",19800.0,1273309.0,Sasaram,200,,
69,"{'lon': -159.32, 'lat': 22.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 76.95, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 6.93, 'deg': 310}",{'all': 90},1603770838.0,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1603730305, 'sunset': 1603771421}",-36000.0,5848280.0,Kapaa,200,,
70,"{'lon': -101.22, 'lat': 21.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 60.8, 'feels_like': 55.06, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1021, 'humidity': 38}",10000.0,"{'speed': 4.7, 'deg': 10}",{'all': 5},1603770713.0,"{'type': 1, 'id': 7133, 'country': 'MX', 'sunrise': 1603716320, 'sunset': 1603757520}",-21600.0,3987246.0,San Felipe,200,,
71,"{'lon': -159.32, 'lat': 22.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 76.95, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1013, 'humidity': 88}",10000.0,"{'speed': 6.93, 'deg': 310}",{'all': 90},1603770838.0,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1603730305, 'sunset': 1603771421}",-36000.0,5848280.0,Kapaa,200,,
72,"{'lon': 100.35, 'lat': -0.95}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 85.46, 'feels_like': 90.07, 'temp_min': 85.46, 'temp_max': 85.46, 'pressure': 1011, 'humidity': 58, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 4.45, 'deg': 268}",{'all': 78},1603770714.0,"{'country': 'ID', 'sunrise': 1603753084, 'sunset': 1603796797}",25200.0,1633419.0,Padang,200,{'1h': 2.7148},
73,"{'lon': 140.3, 'lat': 35.13}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 66.49, 'feels_like': 61.14, 'temp_min': 66, 'temp_max': 66.99, 'pressure': 1018, 'humidity': 63}",10000.0,"{'speed': 11.41, 'deg': 50}",{'all': 75},1603770843.0,"{'type': 1, 'id': 8074, 'country': 'JP', 'sunrise': 1603745708, 'sunset': 1603784998}",32400.0,2112309.0,Katsuura,200,,
74,"{'lon': 97.2, 'lat': 40.28}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 48.45, 'feels_like': 35.98, 'temp_min': 48.45, 'temp_max': 48.45, 'pressure': 1026, 'humidity': 41, 'sea_level': 1026, 'grnd_level': 862}",10000.0,"{'speed': 14.36, 'deg': 283}",{'all': 100},1603770844.0,"{'country': 'CN', 'sunrise': 1603756498, 'sunset': 1603794896}",28800.0,1528998.0,Yumen,200,,
75,"{'lon': -3.92, 'lat': 50.39}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 50.04, 'feels_like': 47.86, 'temp_min': 48.99, 'temp_max': 51.01, 'pressure': 998, 'humidity': 92}",10000.0,"{'speed': 3, 'deg': 207, 'gust': 11.01}",{'all': 100},1603770846.0,"{'type': 3, 'id': 2009927, 'country': 'GB', 'sunrise': 1603781899, 'sunset': 1603818029}",0.0,2645988.0,Ivybridge,200,{'1h': 3.26},
76,"{'lon': -151.75, 'lat': -16.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 80.62, 'feels_like': 79.97, 'temp_min': 80.62, 'temp_max': 80.62, 'pressure': 1011, 'humidity': 78, 'sea_level': 1011, 'grnd_level': 1002}",10000.0,"{'speed': 17.6, 'deg': 345}",{'all': 100},1603770847.0,"{'country': 'PF', 'sunrise': 1603726312, 'sunset': 1603771780}",-36000.0,4034551.0,Faanui,200,{'1h': 0.53},
77,"{'lon': -90.35, 'lat': -0.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 68, 'feels_like': 72.99, 'temp_min': 68, 'temp_max': 68, 'pressure': 1014, 'humidity': 92}",10000.0,"{'speed': 1.01, 'deg': 145, 'gust': 1.99}",{'all': 55},1603770848.0,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1603712467, 'sunset': 1603756155}",-21600.0,3652764.0,Puerto Ayora,200,,
78,"{'lon': -169.92, 'lat': -19.06}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 74.1, 'temp_min': 77, 'temp_max': 77, 'pressure': 1007, 'humidity': 78}",10000.0,"{'speed': 18.34, 'deg': 100}",{'all': 54},1603770849.0,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1603730513, 'sunset': 1603776300}",-39600.0,4036284.0,Alofi,200,,
79,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
80,,,,,,,,,,,,,404,,city not found
81,"{'lon': -57.56, 'lat': -38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 52.59, 'feels_like': 49.08, 'temp_min': 48.2, 'temp_max': 55, 'pressure': 1013, 'humidity': 87}",10000.0,"{'speed': 5.82, 'deg': 350}",{'all': 0},1603770636.0,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1603788481, 'sunset': 1603837193}",-10800.0,3430863.0,Mar del Plata,200,,
82,"{'lon': -104.7, 'lat': 19.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 79.41, 'feels_like': 86.74, 'temp_min': 79.41, 'temp_max': 79.41, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 5.57, 'deg': 309}",{'all': 59},1603770854.0,"{'country': 'MX', 'sunrise': 1603717019, 'sunset': 1603758491}",-21600.0,3985168.0,San Patricio,200,,
83,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
84,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
85,"{'lon': -133.04, 'lat': 69.45}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 10.4, 'feels_like': -2.85, 'temp_min': 10.4, 'temp_max': 10.4, 'pressure': 1008, 'humidity': 78}",10000.0,"{'speed': 12.75, 'deg': 120}",{'all': 20},1603770769.0,"{'type': 1, 'id': 942, 'country': 'CA', 'sunrise': 1603731127, 'sunset': 1603757986}",-21600.0,6170031.0,Tuktoyaktuk,200,,
86,"{'lon': 20.04, 'lat': -34.53}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 62.6, 'feels_like': 64.81, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 80}",{'all': 40},1603770859.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1603770184, 'sunset': 1603818244}",7200.0,1015776.0,Bredasdorp,200,,
87,"{'lon': 112.56, 'lat': 59.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 24.58, 'feels_like': 18.68, 'temp_min': 24.58, 'temp_max': 24.58, 'pressure': 1029, 'humidity': 93, 'sea_level': 1029, 'grnd_level': 1003}",10000.0,"{'speed': 2.1, 'deg': 146}",{'all': 98},1603770860.0,"{'country': 'RU', 'sunrise': 1603755424, 'sunset': 1603788597}",32400.0,2013375.0,Vitim,200,,
88,"{'lon': -27.98, 'lat': 39.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 67.05, 'feels_like': 62.96, 'temp_min': 67.05, 'temp_max': 67.05, 'pressure': 1022, 'humidity': 84, 'sea_level': 1022, 'grnd_level': 1016}",10000.0,"{'speed': 14.45, 'deg': 318}",{'all': 98},1603770766.0,"{'country': 'PT', 'sunrise': 1603786453, 'sunset': 1603825024}",-3600.0,3372964.0,Lagoa,200,,
89,"{'lon': -65.71, 'lat': 66.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 7.02, 'feels_like': -2.9, 'temp_min': 7.02, 'temp_max': 7.02, 'pressure': 1006, 'humidity': 82, 'sea_level': 1006, 'grnd_level': 1006}",10000.0,"{'speed': 6.64, 'deg': 22}",{'all': 2},1603770862.0,"{'country': 'CA', 'sunrise': 1603713545, 'sunset': 1603743250}",-14400.0,6096551.0,Pangnirtung,200,,
90,"{'lon': -90.35, 'lat': -0.74}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 68, 'feels_like': 72.99, 'temp_min': 68, 'temp_max': 68, 'pressure': 1014, 'humidity': 92}",10000.0,"{'speed': 1.01, 'deg': 145, 'gust': 1.99}",{'all': 55},1603770848.0,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1603712467, 'sunset': 1603756155}",-21600.0,3652764.0,Puerto Ayora,200,,
91,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
92,"{'lon': -73.77, 'lat': -42.47}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 42.1, 'feels_like': 36.01, 'temp_min': 37, 'temp_max': 46, 'pressure': 1010, 'humidity': 93}",9000.0,"{'speed': 6.93, 'deg': 360}",{'all': 75},1603770866.0,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1603791914, 'sunset': 1603841540}",-10800.0,3896218.0,Castro,200,,
93,"{'lon': 55.41, 'lat': 31.61}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 65.3, 'feels_like': 60.22, 'temp_min': 65.3, 'temp_max': 65.3, 'pressure': 1019, 'humidity': 23, 'sea_level': 1019, 'grnd_level': 908}",10000.0,"{'speed': 1.39, 'deg': 181}",{'all': 0},1603770867.0,"{'country': 'IR', 'sunrise': 1603765825, 'sunset': 1603805626}",12600.0,142255.0,Bāfq,200,,
94,"{'lon': 102.5, 'lat': 71.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 3.18, 'feels_like': -8.55, 'temp_min': 3.18, 'temp_max': 3.18, 'pressure': 1029, 'humidity': 94, 'sea_level': 1029, 'grnd_level': 1025}",960.0,"{'speed': 9.8, 'deg': 224}",{'all': 88},1603770869.0,"{'country': 'RU', 'sunrise': 1603762592, 'sunset': 1603786257}",25200.0,2022572.0,Khatanga,200,,
95,"{'lon': 17.69, 'lat': -14.66}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 64.63, 'feels_like': 61.21, 'temp_min': 64.63, 'temp_max': 64.63, 'pressure': 1010, 'humidity': 51, 'sea_level': 1010, 'grnd_level': 864}",10000.0,"{'speed': 4.45, 'deg': 310}",{'all': 25},1603770870.0,"{'country': 'AO', 'sunrise': 1603772141, 'sunset': 1603817415}",3600.0,3347353.0,Menongue,200,,
96,"{'lon': -63, 'lat': -40.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 64.51, 'feels_like': 57.96, 'temp_min': 64.51, 'temp_max': 64.51, 'pressure': 1004, 'humidity': 28, 'sea_level': 1004, 'grnd_level': 1003}",10000.0,"{'speed': 4.94, 'deg': 319}",{'all': 100},1603770871.0,"{'country': 'AR', 'sunrise': 1603789508, 'sunset': 1603838777}",-10800.0,3832899.0,Viedma,200,,
97,"{'lon': -133.04, 'lat': 69.45}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 10.4, 'feels_like': -2.85, 'temp_min': 10.4, 'temp_max': 10.4, 'pressure': 1008, 'humidity': 78}",10000.0,"{'speed': 12.75, 'deg': 120}",{'all': 20},1603770769.0,"{'type': 1, 'id': 942, 'country': 'CA', 'sunrise': 1603731127, 'sunset': 1603757986}",-21600.0,6170031.0,Tuktoyaktuk,200,,
98,"{'lon': 134.53, 'lat': 60.42}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 21.69, 'feels_like': 15.26, 'temp_min': 21.69, 'temp_max': 21.69, 'pressure': 1022, 'humidity': 90, 'sea_level': 1022, 'grnd_level': 1000}",10000.0,"{'speed': 2.39, 'deg': 228}",{'all': 96},1603770873.0,"{'country': 'RU', 'sunrise': 1603750355, 'sunset': 1603783121}",32400.0,2013918.0,Ust-Maya,200,,
99,"{'lon': -68.3, 'lat': -54.8}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 46.4, 'feels_like': 34.05, 'temp_min': 46.4, 'temp_max': 46.4, 'pressure': 982, 'humidity': 42}",10000.0,"{'speed': 13.87, 'deg': 320}",{'all': 20},1603770808.0,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1603788854, 'sunset': 1603841976}",-10800.0,3833367.0,Ushuaia,200,,
100,"{'lon': -124.16, 'lat': 40.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.3, 'feels_like': 42.46, 'temp_min': 46, 'temp_max': 48.2, 'pressure': 1024, 'humidity': 76}",10000.0,"{'speed': 4.7, 'deg': 13}",{'all': 1},1603770876.0,"{'type': 1, 'id': 4127, 'country': 'US', 'sunrise': 1603723227, 'sunset': 1603761623}",-25200.0,5563839.0,Fortuna,200,,
101,"{'lon': 25.57, 'lat': -33.92}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 64.4, 'feels_like': 61.39, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1010, 'humidity': 93}",10000.0,"{'speed': 12.75, 'deg': 70}",{'all': 20},1603770762.0,"{'type': 1, 'id': 1973, 'country': 'ZA', 'sunrise': 1603768909, 'sunset': 1603816865}",7200.0,964420.0,Port Elizabeth,200,,
102,"{'lon': -135.33, 'lat': 57.05}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 50, 'feels_like': 39.63, 'temp_min': 50, 'temp_max': 50, 'pressure': 1013, 'humidity': 81}",6437.0,"{'speed': 16.11, 'deg': 250, 'gust': 25.28}",{'all': 90},1603770878.0,"{'type': 1, 'id': 7795, 'country': 'US', 'sunrise': 1603727999, 'sunset': 1603762212}",-28800.0,5557293.0,Sitka,200,,
103,,,,,,,,,,,,,404,,city not found
104,"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.8, 'feels_like': 68.74, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1011, 'humidity': 54}",10000.0,"{'speed': 24.16, 'deg': 190}",{'all': 0},1603770881.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1603748473, 'sunset': 1603795034}",28800.0,2074865.0,Carnarvon,200,,
105,"{'lon': -134.97, 'lat': -23.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 75.54, 'feels_like': 75.22, 'temp_min': 75.54, 'temp_max': 75.54, 'pressure': 1017, 'humidity': 86, 'sea_level': 1017, 'grnd_level': 1014}",10000.0,"{'speed': 15.08, 'deg': 352}",{'all': 100},1603770757.0,"{'country': 'PF', 'sunrise': 1603721868, 'sunset': 1603768170}",-32400.0,4030556.0,Rikitea,200,{'1h': 0.18},
106,"{'lon': 14.51, 'lat': -22.96}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 54.7, 'feels_like': 53.51, 'temp_min': 53.6, 'temp_max': 55.99, 'pressure': 1013, 'humidity': 100}",10000.0,"{'speed': 4.7, 'deg': 10}",{'all': 0},1603770678.0,"{'type': 1, 'id': 2288, 'country': 'NA', 'sunrise': 1603772380, 'sunset': 1603818703}",7200.0,3359638.0,Walvis Bay,200,,
107,"{'lon': -17.92, 'lat': 28.66}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 69.8, 'feels_like': 66.87, 'temp_min': 69.8, 'temp_max': 69.8, 'pressure': 1022, 'humidity': 64}",10000.0,"{'speed': 9.17, 'deg': 320}",{'all': 0},1603770884.0,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1603783222, 'sunset': 1603823426}",0.0,2514651.0,Los Llanos de Aridane,200,,
108,"{'lon': 113.63, 'lat': -24.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.8, 'feels_like': 68.74, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1011, 'humidity': 54}",10000.0,"{'speed': 24.16, 'deg': 190}",{'all': 0},1603770881.0,"{'type': 1, 'id': 9505, 'country': 'AU', 'sunrise': 1603748473, 'sunset': 1603795034}",28800.0,2074865.0,Carnarvon,200,,
109,"{'lon': 168.33, 'lat': -46.6}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 57, 'feels_like': 52.07, 'temp_min': 57, 'temp_max': 57, 'pressure': 1030, 'humidity': 66}",10000.0,"{'speed': 7, 'deg': 97, 'gust': 15.01}",{'all': 15},1603770798.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1603733390, 'sunset': 1603783863}",46800.0,2206939.0,Bluff,200,,
110,"{'lon': 117.89, 'lat': -35.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 73.4, 'feels_like': 64.78, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1010, 'humidity': 46}",10000.0,"{'speed': 16.11, 'deg': 280}",{'all': 75},1603770823.0,"{'type': 1, 'id': 9484, 'country': 'AU', 'sunrise': 1603746676, 'sunset': 1603794787}",28800.0,2077963.0,Albany,200,,
